Year,CA,ODS,Indicador,Descripción,Value
2011,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"44317,000"
2012,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"15342,000"
2013,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"36161,000"
2014,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"29587,000"
2015,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"28856,000"
2016,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"44348,000"
2017,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"44958,000"
2018,CASTILLA Y LEÓN,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,"31778,000"
2011,CASTILLA Y LEÓN,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,22.812670722
2012,CASTILLA Y LEÓN,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,22.812670722
2014,CASTILLA Y LEÓN,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,21.597546956
2017,CASTILLA Y LEÓN,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,22.699010643
2010,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,53.094229882
2011,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,53.915939683
2012,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,54.984498882
2013,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,55.968512102
2014,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,56.902947808
2015,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,58.061792969
2016,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,59.10831749
2017,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,60.478235774
2018,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.1,,61.846558568
2010,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,64.432837803
2011,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,66.880670099
2012,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,67.225776326
2013,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,66.823229978
2014,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,66.486984475
2015,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,68.626260667
2016,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,70.566250128
2017,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,72.038852935
2018,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,73.729105345
2010,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,4.380647204
2011,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,4.590854388
2012,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.209392153
2013,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.417341664
2014,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.431626675
2015,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.581689451
2016,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.870599667
2017,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.127623259
2018,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.454204017
2010,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,15.133859221
2011,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,15.128145917
2012,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,15.302589449
2013,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,15.622940198
2014,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,15.746067821
2015,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.142082924
2016,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.408941868
2017,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.642161687
2018,CASTILLA Y LEÓN,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.92878737
2011,CASTILLA Y LEÓN,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,46.094865884
2016,CASTILLA Y LEÓN,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,50.456560553
2010,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,11.304408441
2011,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,11.552495083
2012,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,11.452846167
2013,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,11.676109343
2014,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,10.88964929
2015,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,10.788651994
2016,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,9.640671293
2017,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,9.774182697
2018,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,10.378691803
2019,CASTILLA Y LEÓN,Educación de calidad,4.3.1.2,,10.877470015
2010,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,68.338123247
2011,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,66.479097029
2012,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,72.21492038
2013,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,73.80840455
2014,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,75.792706742
2015,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.309894386
2016,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,76.582135075
2017,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.918801682
2018,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.89241444
2019,CASTILLA Y LEÓN,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,76.882173247
2010,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.628164491
2011,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.412277056
2012,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.901969158
2013,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,20.195357798
2014,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.650168369
2015,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.900757895
2016,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.666267601
2017,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.933385841
2018,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.47249897
2019,CASTILLA Y LEÓN,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.892730456
2015,CASTILLA Y LEÓN,Educación de calidad,4.4.1.1,,60.15
2016,CASTILLA Y LEÓN,Educación de calidad,4.4.1.1,,63.31
2017,CASTILLA Y LEÓN,Educación de calidad,4.4.1.1,,62.24
2019,CASTILLA Y LEÓN,Educación de calidad,4.4.1.1,,67.93
2015,CASTILLA Y LEÓN,Educación de calidad,4.4.1.2,,"100,000"
2016,CASTILLA Y LEÓN,Educación de calidad,4.4.1.2,,97.64
2017,CASTILLA Y LEÓN,Educación de calidad,4.4.1.2,,97.6
2019,CASTILLA Y LEÓN,Educación de calidad,4.4.1.2,,"100,000"
2011,CASTILLA Y LEÓN,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,91.979432426
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,105.746811977
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.2,Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses,56.920391156
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.2_4.5.1.6,Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,70.257763147
2010,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,78.725488949
2011,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,79.110743745
2012,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,78.231963189
2013,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,71.694245733
2014,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,77.523286926
2015,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,75.571374007
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,71.594522569
2017,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,76.668206829
2018,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,74.258478391
2019,CASTILLA Y LEÓN,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,74.264611685
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.4,Índices de paridad (entre cuartil de riqueza superior e inferior) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses,46.384020107
2010,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,119.874575296
2011,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,115.714941523
2012,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,120.365695871
2013,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,121.336383113
2014,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,116.946101025
2015,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,116.561410133
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,114.357571576
2017,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,119.065955697
2018,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,124.585895608
2019,CASTILLA Y LEÓN,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,121.213368095
2016,CASTILLA Y LEÓN,Educación de calidad,4.5.1.6,Índices de paridad (personas con limitaciones por problemas de salud pero no graves y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,73.474098921
2010,CASTILLA Y LEÓN,Igualdad de género,5.4.1.1,Tiempo dedicado al hogar y familia en un día promedio,181.011785487
2010,CASTILLA Y LEÓN,Igualdad de género,5.4.1.2,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,254.610924292
2010,CASTILLA Y LEÓN,Igualdad de género,5.4.1.3,Tiempo dedicado al hogar y familia en un día promedio. Hombres,105.538628624
2011,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,30.083670781
2012,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,31.110290027
2013,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,29.441679043
2014,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,30.92601143
2015,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,28.901387372
2016,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,28.478773279
2017,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,26.440257415
2018,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,29.189198783
2019,CASTILLA Y LEÓN,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,30.270829079
2011,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,25.970847777
2012,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,30.252166168
2013,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,24.963232418
2014,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,28.732623683
2015,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,27.798110088
2016,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,30.687252035
2017,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,26.891791446
2018,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,29.998657907
2019,CASTILLA Y LEÓN,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,31.447714174
2010,CASTILLA Y LEÓN,Igualdad de género,5.a.1a.1,Porcentaje de titulares de explotaciones agrícolas. respecto al total de trabajadores en la agricultura,53.243803112
2014,CASTILLA Y LEÓN,Igualdad de género,5.a.1a.1,Porcentaje de titulares de explotaciones agrícolas. respecto al total de trabajadores en la agricultura,50.756296525
