Year;ODS;Indicador;Descripción;CA;Value
2013;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;7,48
2014;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;6,94
2015;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;6,55
2016;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;6,18
2017;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;5,71
2018;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;CATALUÑA ;5,01
2010;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;0,936172182
2011;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;0,759592453
2012;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,120542492
2013;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,101621345
2014;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,310881492
2015;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,500787508
2016;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,078683488
2017;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;CATALUÑA ;1,556969445
2010;Igualdad de género;5.4.1.1;Tiempo dedicado al hogar y familia en un día promedio;CATALUÑA ;182,9774906
2010;Igualdad de género;5.4.1.2;Tiempo dedicado al hogar y familia en un día promedio. Mujeres;CATALUÑA ;246,7840455
2010;Igualdad de género;5.4.1.3;Tiempo dedicado al hogar y familia en un día promedio. Hombres;CATALUÑA ;116,6732392
2010;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;13,91
2011;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;13,78
2012;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;13,93
2013;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;13,94
2014;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;13,84
2015;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;14,37
2016;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;14,23
2017;Trabajo decente y crecimiento económico;8.5.1.2;Ingreso medio por hora de mujeres;CATALUÑA ;14,58
2010;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;16,93
2011;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;17,1
2012;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;17,17
2013;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;17,15
2014;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;16,87
2015;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;16,96
2016;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;16,97
2017;Trabajo decente y crecimiento económico;8.5.1.3;Ingreso medio por hora de hombres;CATALUÑA ;17,32
2010;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;15,58675089
2011;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;15,71086858
2012;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;15,38454106
2013;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;15,63013083
2014;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;14,99796483
2015;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;14,57110081
2016;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;13,13957633
2017;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;13,21013572
2018;Industria, tinnovación e infraestructura;9.3.1.1;Proporción correspondiente a las industrias a pequeña escala del valor añadido total del sector;CATALUÑA ;14,67435558
2010;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,547137422
2010;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,599961707
2011;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,489728011
2011;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,56039116
2012;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,482403384
2012;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,546146892
2013;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,469060342
2013;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,541932854
2014;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,433765684
2014;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,503674782
2015;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,453475566
2015;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,52027035
2016;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,394702435
2016;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,459025833
2017;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,40385461
2017;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,479336124
2018;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,453414777
2018;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;CATALUÑA ;1,536069118
2010;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3618,760262
2011;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3394,725261
2012;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3404,368288
2013;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3426,230316
2014;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3442,618119
2015;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3569,778487
2016;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3713,920527
2017;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;3881,913874
2018;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;CATALUÑA ;4043,425732
2010;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,95062899
2011;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,95258123
2012;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,95708339
2013;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,93777942
2014;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,94701682
2015;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,95295667
2016;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,94409606
2017;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,9570273
2018;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;COMUNITAT VALENCIANA;99,93306201
2010;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;22,7
2011;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;22
2012;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;25
2013;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;23,6
2014;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;26,2
2015;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;25,3
2016;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;24,4
2017;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;25,6
2018;Fin de la pobreza;1.2.1.1;;COMUNITAT VALENCIANA;26
2010;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;19,9
2011;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;18,9
2012;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;23,1
2013;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;17,3
2014;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;20,5
2015;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;18,5
2016;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;19
2017;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;22,9
2018;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;22,8
2010;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;18,1014
2011;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;17,7743
2012;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;22,5234
2013;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;20,8659
2014;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;24,4297
2015;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;23,0211
2016;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;23,1306
2017;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;24,2309
2018;Fin de la pobreza;1.2.1.2;;COMUNITAT VALENCIANA;22,9888
2010;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;15,1912
2011;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;16,6563
2012;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;20,9439
2013;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;17,8042
2014;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;19,8246
2015;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;17,2906
2016;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;17,231
2017;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;19,7183
2018;Fin de la pobreza;1.2.1.2_1;;COMUNITAT VALENCIANA;20,2582
2010;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;29,6
2011;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;27,9
2012;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;30,6
2013;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;31,7
2014;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;34,7
2015;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;32,9
2016;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;30,5
2017;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;31,3
2018;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;COMUNITAT VALENCIANA;30,2
2010;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;27,5
2011;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;25,7
2012;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;28,9
2013;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;26,5
2014;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;31,2
2015;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;27,7
2016;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;26,2
2017;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;29,2
2018;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;COMUNITAT VALENCIANA;27,6
2010;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;5,6
2011;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;3,9
2012;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;6,4
2013;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;7,1
2014;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;11,3
2015;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;6,7
2016;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;7,5
2017;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;7,4
2018;Fin de la pobreza;1.2.2.2;Población con carencia material severa;COMUNITAT VALENCIANA;2,9
2010;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;COMUNITAT VALENCIANA;13,5
